"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","17","AVI069","41024","62A MAERSK WINNIPEG","1209","85A EXPRESSO ","PGR","611","0","","","","","","","","2","","","","","=IFERROR((STDEV(S12:V12)/100),""0"")","121","135","","","","","=IF(AE12>0, AE12*2,"""")","","=IFERROR((STDEV(X12:AD12)/100),""0"")","=SUM(S12:V12)+SUM(X12:AC12)+AE12","=IF(DF12=2,DZ12,""0"")","=IF(DF12=2,""S&S"",IF(DG12=1,W12,IF(DH12=1,AF12,""0"")))","=IF(AI12=""0"","""",IF(AI12>15%,1,0))","=IF(AI12=""0"","""",IF(AJ12=1,0,IF(AI12>10%,1,0)))","=IF(AI12=""0"","""",IF(AJ12=1,0,IF(AK12=1,0,IF(AI12>5%,1,0))))","=IF(AI12=""0"","""",IF(AJ12=1,0,IF(AK12=1,0,IF(AL12=1,0,IF(AI12>=0%,1,0)))))","=IF(AG12=0,"""",IF(AQ12=2,""SHIP & SHORE CRANE"",IF(AJ12=1,""PLS INSERT COMMENT"",IF(AK12=1,""CAN YOU IMPROVE IT?"",IF(AL12=1,""GOOD JOB & HOW GET BETTER?"",IF(AM12=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC12,"""")","","=DF12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG12:DH12)","=IF(SUM(S12:V12)<1,"""",1)","=IF(SUM(X12:AC12)<1,"""",1)","","=AG12","=VLOOKUP(H12,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S12=0,"""",(X12/$DK12))","=IF(T12=0,"""",(Y12/$DK12))","=IF(U12=0,"""",(Z12/$DK12))","=IF(V12=0,"""",(AA12/$DK12))","=VLOOKUP(H12,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X12=0,"""",(X12/$DP12))","=IF(Y12=0,"""",(Y12/$DP12))","=IF(Z12=0,"""",(Z12/$DP12))","=IF(AA12=0,"""",(AA12/$DP12))","=IF(AB12=0,"""",(AB12/$DP12))","=IF(AC12=0,"""",(AC12/$DP12))","=IFERROR(AVERAGE(DQ12:DV12,DL12:DO12),"""")","=IFERROR(STDEV(DL12:DO12)/10,""0"")","=IFERROR(STDEV(DQ12:DV12)/10,""0"")","=IFERROR((STDEV(DL12:DO12,DQ12:DV12)/10),"""")","=MAX(DL12:DO12,DQ12:DV12)","=MIN(DL12:DO12,DQ12:DV12)","=EA12-EB12"
"","17","AVI069","41024","3HW MAERSK ROUBAIX","1216","858 SAE","MIA","838","0","","","","","","","","2","","","","","=IFERROR((STDEV(S13:V13)/100),""0"")","81","84","","","","","=IF(AE13>0, AE13*2,"""")","","=IFERROR((STDEV(X13:AD13)/100),""0"")","=SUM(S13:V13)+SUM(X13:AC13)+AE13","=IF(DF13=2,DZ13,""0"")","=IF(DF13=2,""S&S"",IF(DG13=1,W13,IF(DH13=1,AF13,""0"")))","=IF(AI13=""0"","""",IF(AI13>15%,1,0))","=IF(AI13=""0"","""",IF(AJ13=1,0,IF(AI13>10%,1,0)))","=IF(AI13=""0"","""",IF(AJ13=1,0,IF(AK13=1,0,IF(AI13>5%,1,0))))","=IF(AI13=""0"","""",IF(AJ13=1,0,IF(AK13=1,0,IF(AL13=1,0,IF(AI13>=0%,1,0)))))","=IF(AG13=0,"""",IF(AQ13=2,""SHIP & SHORE CRANE"",IF(AJ13=1,""PLS INSERT COMMENT"",IF(AK13=1,""CAN YOU IMPROVE IT?"",IF(AL13=1,""GOOD JOB & HOW GET BETTER?"",IF(AM13=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC13,"""")","","=DF13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG13:DH13)","=IF(SUM(S13:V13)<1,"""",1)","=IF(SUM(X13:AC13)<1,"""",1)","","=AG13","=VLOOKUP(H13,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S13=0,"""",(X13/$DK13))","=IF(T13=0,"""",(Y13/$DK13))","=IF(U13=0,"""",(Z13/$DK13))","=IF(V13=0,"""",(AA13/$DK13))","=VLOOKUP(H13,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X13=0,"""",(X13/$DP13))","=IF(Y13=0,"""",(Y13/$DP13))","=IF(Z13=0,"""",(Z13/$DP13))","=IF(AA13=0,"""",(AA13/$DP13))","=IF(AB13=0,"""",(AB13/$DP13))","=IF(AC13=0,"""",(AC13/$DP13))","=IFERROR(AVERAGE(DQ13:DV13,DL13:DO13),"""")","=IFERROR(STDEV(DL13:DO13)/10,""0"")","=IFERROR(STDEV(DQ13:DV13)/10,""0"")","=IFERROR((STDEV(DL13:DO13,DQ13:DV13)/10),"""")","=MAX(DL13:DO13,DQ13:DV13)","=MIN(DL13:DO13,DQ13:DV13)","=EA13-EB13"
"","17","AVI069","41024","43C ISLANDIA","1219","858 SAE","MIA","403","0","","","","","","","","1","","","","","=IFERROR((STDEV(S14:V14)/100),""0"")","","","","","","","=IF(AE14>0, AE14*2,"""")","","=IFERROR((STDEV(X14:AD14)/100),""0"")","=SUM(S14:V14)+SUM(X14:AC14)+AE14","=IF(DF14=2,DZ14,""0"")","=IF(DF14=2,""S&S"",IF(DG14=1,W14,IF(DH14=1,AF14,""0"")))","=IF(AI14=""0"","""",IF(AI14>15%,1,0))","=IF(AI14=""0"","""",IF(AJ14=1,0,IF(AI14>10%,1,0)))","=IF(AI14=""0"","""",IF(AJ14=1,0,IF(AK14=1,0,IF(AI14>5%,1,0))))","=IF(AI14=""0"","""",IF(AJ14=1,0,IF(AK14=1,0,IF(AL14=1,0,IF(AI14>=0%,1,0)))))","=IF(AG14=0,"""",IF(AQ14=2,""SHIP & SHORE CRANE"",IF(AJ14=1,""PLS INSERT COMMENT"",IF(AK14=1,""CAN YOU IMPROVE IT?"",IF(AL14=1,""GOOD JOB & HOW GET BETTER?"",IF(AM14=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC14,"""")","USE ONLY ONE GANG","=DF14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG14:DH14)","=IF(SUM(S14:V14)<1,"""",1)","=IF(SUM(X14:AC14)<1,"""",1)","","=AG14","=VLOOKUP(H14,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S14=0,"""",(X14/$DK14))","=IF(T14=0,"""",(Y14/$DK14))","=IF(U14=0,"""",(Z14/$DK14))","=IF(V14=0,"""",(AA14/$DK14))","=VLOOKUP(H14,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X14=0,"""",(X14/$DP14))","=IF(Y14=0,"""",(Y14/$DP14))","=IF(Z14=0,"""",(Z14/$DP14))","=IF(AA14=0,"""",(AA14/$DP14))","=IF(AB14=0,"""",(AB14/$DP14))","=IF(AC14=0,"""",(AC14/$DP14))","=IFERROR(AVERAGE(DQ14:DV14,DL14:DO14),"""")","=IFERROR(STDEV(DL14:DO14)/10,""0"")","=IFERROR(STDEV(DQ14:DV14)/10,""0"")","=IFERROR((STDEV(DL14:DO14,DQ14:DV14)/10),"""")","=MAX(DL14:DO14,DQ14:DV14)","=MIN(DL14:DO14,DQ14:DV14)","=EA14-EB14"
"","17","AVI069","41023","17C VARAMO","1220","U2C VENEZUELA FDR ","PJC","304","0","","","","","","","","2","","","","","=IFERROR((STDEV(S15:V15)/100),""0"")","425","426","","","","","=IF(AE15>0, AE15*2,"""")","","=IFERROR((STDEV(X15:AD15)/100),""0"")","=SUM(S15:V15)+SUM(X15:AC15)+AE15","=IF(DF15=2,DZ15,""0"")","=IF(DF15=2,""S&S"",IF(DG15=1,W15,IF(DH15=1,AF15,""0"")))","=IF(AI15=""0"","""",IF(AI15>15%,1,0))","=IF(AI15=""0"","""",IF(AJ15=1,0,IF(AI15>10%,1,0)))","=IF(AI15=""0"","""",IF(AJ15=1,0,IF(AK15=1,0,IF(AI15>5%,1,0))))","=IF(AI15=""0"","""",IF(AJ15=1,0,IF(AK15=1,0,IF(AL15=1,0,IF(AI15>=0%,1,0)))))","=IF(AG15=0,"""",IF(AQ15=2,""SHIP & SHORE CRANE"",IF(AJ15=1,""PLS INSERT COMMENT"",IF(AK15=1,""CAN YOU IMPROVE IT?"",IF(AL15=1,""GOOD JOB & HOW GET BETTER?"",IF(AM15=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC15,"""")","","=DF15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG15:DH15)","=IF(SUM(S15:V15)<1,"""",1)","=IF(SUM(X15:AC15)<1,"""",1)","","=AG15","=VLOOKUP(H15,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S15=0,"""",(X15/$DK15))","=IF(T15=0,"""",(Y15/$DK15))","=IF(U15=0,"""",(Z15/$DK15))","=IF(V15=0,"""",(AA15/$DK15))","=VLOOKUP(H15,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X15=0,"""",(X15/$DP15))","=IF(Y15=0,"""",(Y15/$DP15))","=IF(Z15=0,"""",(Z15/$DP15))","=IF(AA15=0,"""",(AA15/$DP15))","=IF(AB15=0,"""",(AB15/$DP15))","=IF(AC15=0,"""",(AC15/$DP15))","=IFERROR(AVERAGE(DQ15:DV15,DL15:DO15),"""")","=IFERROR(STDEV(DL15:DO15)/10,""0"")","=IFERROR(STDEV(DQ15:DV15)/10,""0"")","=IFERROR((STDEV(DL15:DO15,DQ15:DV15)/10),"""")","=MAX(DL15:DO15,DQ15:DV15)","=MIN(DL15:DO15,DQ15:DV15)","=EA15-EB15"
"","17","AVI069","41025","3HW MAERSK ROUBAIX","1217","858 SAE","SAV","807","0","","","","","","","","2","","","","","=IFERROR((STDEV(S16:V16)/100),""0"")","169","170","","","","","=IF(AE16>0, AE16*2,"""")","","=IFERROR((STDEV(X16:AD16)/100),""0"")","=SUM(S16:V16)+SUM(X16:AC16)+AE16","=IF(DF16=2,DZ16,""0"")","=IF(DF16=2,""S&S"",IF(DG16=1,W16,IF(DH16=1,AF16,""0"")))","=IF(AI16=""0"","""",IF(AI16>15%,1,0))","=IF(AI16=""0"","""",IF(AJ16=1,0,IF(AI16>10%,1,0)))","=IF(AI16=""0"","""",IF(AJ16=1,0,IF(AK16=1,0,IF(AI16>5%,1,0))))","=IF(AI16=""0"","""",IF(AJ16=1,0,IF(AK16=1,0,IF(AL16=1,0,IF(AI16>=0%,1,0)))))","=IF(AG16=0,"""",IF(AQ16=2,""SHIP & SHORE CRANE"",IF(AJ16=1,""PLS INSERT COMMENT"",IF(AK16=1,""CAN YOU IMPROVE IT?"",IF(AL16=1,""GOOD JOB & HOW GET BETTER?"",IF(AM16=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC16,"""")","","=DF16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG16:DH16)","=IF(SUM(S16:V16)<1,"""",1)","=IF(SUM(X16:AC16)<1,"""",1)","","=AG16","=VLOOKUP(H16,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S16=0,"""",(X16/$DK16))","=IF(T16=0,"""",(Y16/$DK16))","=IF(U16=0,"""",(Z16/$DK16))","=IF(V16=0,"""",(AA16/$DK16))","=VLOOKUP(H16,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X16=0,"""",(X16/$DP16))","=IF(Y16=0,"""",(Y16/$DP16))","=IF(Z16=0,"""",(Z16/$DP16))","=IF(AA16=0,"""",(AA16/$DP16))","=IF(AB16=0,"""",(AB16/$DP16))","=IF(AC16=0,"""",(AC16/$DP16))","=IFERROR(AVERAGE(DQ16:DV16,DL16:DO16),"""")","=IFERROR(STDEV(DL16:DO16)/10,""0"")","=IFERROR(STDEV(DQ16:DV16)/10,""0"")","=IFERROR((STDEV(DL16:DO16,DQ16:DV16)/10),"""")","=MAX(DL16:DO16,DQ16:DV16)","=MIN(DL16:DO16,DQ16:DV16)","=EA16-EB16"
"","17","AVI069","41025","88R RICKMER RICKMERS","1216","U2G COLUMBUS FDR ","LAG","468","0","","","","","","","","2","","","","","=IFERROR((STDEV(S17:V17)/100),""0"")","362","369","","","","","=IF(AE17>0, AE17*2,"""")","","=IFERROR((STDEV(X17:AD17)/100),""0"")","=SUM(S17:V17)+SUM(X17:AC17)+AE17","=IF(DF17=2,DZ17,""0"")","=IF(DF17=2,""S&S"",IF(DG17=1,W17,IF(DH17=1,AF17,""0"")))","=IF(AI17=""0"","""",IF(AI17>15%,1,0))","=IF(AI17=""0"","""",IF(AJ17=1,0,IF(AI17>10%,1,0)))","=IF(AI17=""0"","""",IF(AJ17=1,0,IF(AK17=1,0,IF(AI17>5%,1,0))))","=IF(AI17=""0"","""",IF(AJ17=1,0,IF(AK17=1,0,IF(AL17=1,0,IF(AI17>=0%,1,0)))))","=IF(AG17=0,"""",IF(AQ17=2,""SHIP & SHORE CRANE"",IF(AJ17=1,""PLS INSERT COMMENT"",IF(AK17=1,""CAN YOU IMPROVE IT?"",IF(AL17=1,""GOOD JOB & HOW GET BETTER?"",IF(AM17=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC17,"""")","","=DF17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG17:DH17)","=IF(SUM(S17:V17)<1,"""",1)","=IF(SUM(X17:AC17)<1,"""",1)","","=AG17","=VLOOKUP(H17,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S17=0,"""",(X17/$DK17))","=IF(T17=0,"""",(Y17/$DK17))","=IF(U17=0,"""",(Z17/$DK17))","=IF(V17=0,"""",(AA17/$DK17))","=VLOOKUP(H17,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X17=0,"""",(X17/$DP17))","=IF(Y17=0,"""",(Y17/$DP17))","=IF(Z17=0,"""",(Z17/$DP17))","=IF(AA17=0,"""",(AA17/$DP17))","=IF(AB17=0,"""",(AB17/$DP17))","=IF(AC17=0,"""",(AC17/$DP17))","=IFERROR(AVERAGE(DQ17:DV17,DL17:DO17),"""")","=IFERROR(STDEV(DL17:DO17)/10,""0"")","=IFERROR(STDEV(DQ17:DV17)/10,""0"")","=IFERROR((STDEV(DL17:DO17,DQ17:DV17)/10),"""")","=MAX(DL17:DO17,DQ17:DV17)","=MIN(DL17:DO17,DQ17:DV17)","=EA17-EB17"
"","17","AVI069","41025","30E SEVILLA","1219","84V CALLAO FDR","BLB","430","751","","","","","","","","3","","","","","=IFERROR((STDEV(S18:V18)/100),""0"")","439","435","440","","","","=IF(AE18>0, AE18*2,"""")","","=IFERROR((STDEV(X18:AD18)/100),""0"")","=SUM(S18:V18)+SUM(X18:AC18)+AE18","=IF(DF18=2,DZ18,""0"")","=IF(DF18=2,""S&S"",IF(DG18=1,W18,IF(DH18=1,AF18,""0"")))","=IF(AI18=""0"","""",IF(AI18>15%,1,0))","=IF(AI18=""0"","""",IF(AJ18=1,0,IF(AI18>10%,1,0)))","=IF(AI18=""0"","""",IF(AJ18=1,0,IF(AK18=1,0,IF(AI18>5%,1,0))))","=IF(AI18=""0"","""",IF(AJ18=1,0,IF(AK18=1,0,IF(AL18=1,0,IF(AI18>=0%,1,0)))))","=IF(AG18=0,"""",IF(AQ18=2,""SHIP & SHORE CRANE"",IF(AJ18=1,""PLS INSERT COMMENT"",IF(AK18=1,""CAN YOU IMPROVE IT?"",IF(AL18=1,""GOOD JOB & HOW GET BETTER?"",IF(AM18=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC18,"""")","","=DF18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG18:DH18)","=IF(SUM(S18:V18)<1,"""",1)","=IF(SUM(X18:AC18)<1,"""",1)","","=AG18","=VLOOKUP(H18,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S18=0,"""",(X18/$DK18))","=IF(T18=0,"""",(Y18/$DK18))","=IF(U18=0,"""",(Z18/$DK18))","=IF(V18=0,"""",(AA18/$DK18))","=VLOOKUP(H18,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X18=0,"""",(X18/$DP18))","=IF(Y18=0,"""",(Y18/$DP18))","=IF(Z18=0,"""",(Z18/$DP18))","=IF(AA18=0,"""",(AA18/$DP18))","=IF(AB18=0,"""",(AB18/$DP18))","=IF(AC18=0,"""",(AC18/$DP18))","=IFERROR(AVERAGE(DQ18:DV18,DL18:DO18),"""")","=IFERROR(STDEV(DL18:DO18)/10,""0"")","=IFERROR(STDEV(DQ18:DV18)/10,""0"")","=IFERROR((STDEV(DL18:DO18,DQ18:DV18)/10),"""")","=MAX(DL18:DO18,DQ18:DV18)","=MIN(DL18:DO18,DQ18:DV18)","=EA18-EB18"
"","17","AVI069","41026","62A MAERSK WINNIPEG","1210","85A EXPRESSO ","SDC","534","0","","","","","","","","2","","","","","=IFERROR((STDEV(S19:V19)/100),""0"")","118","114","","","","","=IF(AE19>0, AE19*2,"""")","","=IFERROR((STDEV(X19:AD19)/100),""0"")","=SUM(S19:V19)+SUM(X19:AC19)+AE19","=IF(DF19=2,DZ19,""0"")","=IF(DF19=2,""S&S"",IF(DG19=1,W19,IF(DH19=1,AF19,""0"")))","=IF(AI19=""0"","""",IF(AI19>15%,1,0))","=IF(AI19=""0"","""",IF(AJ19=1,0,IF(AI19>10%,1,0)))","=IF(AI19=""0"","""",IF(AJ19=1,0,IF(AK19=1,0,IF(AI19>5%,1,0))))","=IF(AI19=""0"","""",IF(AJ19=1,0,IF(AK19=1,0,IF(AL19=1,0,IF(AI19>=0%,1,0)))))","=IF(AG19=0,"""",IF(AQ19=2,""SHIP & SHORE CRANE"",IF(AJ19=1,""PLS INSERT COMMENT"",IF(AK19=1,""CAN YOU IMPROVE IT?"",IF(AL19=1,""GOOD JOB & HOW GET BETTER?"",IF(AM19=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC19,"""")","","=DF19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG19:DH19)","=IF(SUM(S19:V19)<1,"""",1)","=IF(SUM(X19:AC19)<1,"""",1)","","=AG19","=VLOOKUP(H19,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S19=0,"""",(X19/$DK19))","=IF(T19=0,"""",(Y19/$DK19))","=IF(U19=0,"""",(Z19/$DK19))","=IF(V19=0,"""",(AA19/$DK19))","=VLOOKUP(H19,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X19=0,"""",(X19/$DP19))","=IF(Y19=0,"""",(Y19/$DP19))","=IF(Z19=0,"""",(Z19/$DP19))","=IF(AA19=0,"""",(AA19/$DP19))","=IF(AB19=0,"""",(AB19/$DP19))","=IF(AC19=0,"""",(AC19/$DP19))","=IFERROR(AVERAGE(DQ19:DV19,DL19:DO19),"""")","=IFERROR(STDEV(DL19:DO19)/10,""0"")","=IFERROR(STDEV(DQ19:DV19)/10,""0"")","=IFERROR((STDEV(DL19:DO19,DQ19:DV19)/10),"""")","=MAX(DL19:DO19,DQ19:DV19)","=MIN(DL19:DO19,DQ19:DV19)","=EA19-EB19"
"","17","AVI069","41026","72Y HANSA REGENSBURG","1201","U2D CARRIBEAN FDR ","Y8S","341","1000","","","","","","","","3","","","","","=IFERROR((STDEV(S20:V20)/100),""0"")","271","280","285","","","","=IF(AE20>0, AE20*2,"""")","","=IFERROR((STDEV(X20:AD20)/100),""0"")","=SUM(S20:V20)+SUM(X20:AC20)+AE20","=IF(DF20=2,DZ20,""0"")","=IF(DF20=2,""S&S"",IF(DG20=1,W20,IF(DH20=1,AF20,""0"")))","=IF(AI20=""0"","""",IF(AI20>15%,1,0))","=IF(AI20=""0"","""",IF(AJ20=1,0,IF(AI20>10%,1,0)))","=IF(AI20=""0"","""",IF(AJ20=1,0,IF(AK20=1,0,IF(AI20>5%,1,0))))","=IF(AI20=""0"","""",IF(AJ20=1,0,IF(AK20=1,0,IF(AL20=1,0,IF(AI20>=0%,1,0)))))","=IF(AG20=0,"""",IF(AQ20=2,""SHIP & SHORE CRANE"",IF(AJ20=1,""PLS INSERT COMMENT"",IF(AK20=1,""CAN YOU IMPROVE IT?"",IF(AL20=1,""GOOD JOB & HOW GET BETTER?"",IF(AM20=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC20,"""")","","=DF20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG20:DH20)","=IF(SUM(S20:V20)<1,"""",1)","=IF(SUM(X20:AC20)<1,"""",1)","","=AG20","=VLOOKUP(H20,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S20=0,"""",(X20/$DK20))","=IF(T20=0,"""",(Y20/$DK20))","=IF(U20=0,"""",(Z20/$DK20))","=IF(V20=0,"""",(AA20/$DK20))","=VLOOKUP(H20,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X20=0,"""",(X20/$DP20))","=IF(Y20=0,"""",(Y20/$DP20))","=IF(Z20=0,"""",(Z20/$DP20))","=IF(AA20=0,"""",(AA20/$DP20))","=IF(AB20=0,"""",(AB20/$DP20))","=IF(AC20=0,"""",(AC20/$DP20))","=IFERROR(AVERAGE(DQ20:DV20,DL20:DO20),"""")","=IFERROR(STDEV(DL20:DO20)/10,""0"")","=IFERROR(STDEV(DQ20:DV20)/10,""0"")","=IFERROR((STDEV(DL20:DO20,DQ20:DV20)/10),"""")","=MAX(DL20:DO20,DQ20:DV20)","=MIN(DL20:DO20,DQ20:DV20)","=EA20-EB20"
"","17","AVI069","41027","43C ISLANDIA","1220","858 SAE","SDC","326","0","","","","","","","","2","","","","","=IFERROR((STDEV(S21:V21)/100),""0"")","152","164","","","","","=IF(AE21>0, AE21*2,"""")","","=IFERROR((STDEV(X21:AD21)/100),""0"")","=SUM(S21:V21)+SUM(X21:AC21)+AE21","=IF(DF21=2,DZ21,""0"")","=IF(DF21=2,""S&S"",IF(DG21=1,W21,IF(DH21=1,AF21,""0"")))","=IF(AI21=""0"","""",IF(AI21>15%,1,0))","=IF(AI21=""0"","""",IF(AJ21=1,0,IF(AI21>10%,1,0)))","=IF(AI21=""0"","""",IF(AJ21=1,0,IF(AK21=1,0,IF(AI21>5%,1,0))))","=IF(AI21=""0"","""",IF(AJ21=1,0,IF(AK21=1,0,IF(AL21=1,0,IF(AI21>=0%,1,0)))))","=IF(AG21=0,"""",IF(AQ21=2,""SHIP & SHORE CRANE"",IF(AJ21=1,""PLS INSERT COMMENT"",IF(AK21=1,""CAN YOU IMPROVE IT?"",IF(AL21=1,""GOOD JOB & HOW GET BETTER?"",IF(AM21=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC21,"""")","","=DF21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG21:DH21)","=IF(SUM(S21:V21)<1,"""",1)","=IF(SUM(X21:AC21)<1,"""",1)","","=AG21","=VLOOKUP(H21,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S21=0,"""",(X21/$DK21))","=IF(T21=0,"""",(Y21/$DK21))","=IF(U21=0,"""",(Z21/$DK21))","=IF(V21=0,"""",(AA21/$DK21))","=VLOOKUP(H21,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X21=0,"""",(X21/$DP21))","=IF(Y21=0,"""",(Y21/$DP21))","=IF(Z21=0,"""",(Z21/$DP21))","=IF(AA21=0,"""",(AA21/$DP21))","=IF(AB21=0,"""",(AB21/$DP21))","=IF(AC21=0,"""",(AC21/$DP21))","=IFERROR(AVERAGE(DQ21:DV21,DL21:DO21),"""")","=IFERROR(STDEV(DL21:DO21)/10,""0"")","=IFERROR(STDEV(DQ21:DV21)/10,""0"")","=IFERROR((STDEV(DL21:DO21,DQ21:DV21)/10),"""")","=MAX(DL21:DO21,DQ21:DV21)","=MIN(DL21:DO21,DQ21:DV21)","=EA21-EB21"
